"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","key","axis","label","reference","alternative","is_diagnostic","model_order"
2006,0.206711114197745,334.84875,1619.8875,79.247274,0.339949371564749,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2007,0.200716090096825,332.91975,1658.66,86.224718,0.382721556085271,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2008,0.191850661303212,320.499,1670.565,82.97811,0.504984862987299,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2009,0.1800769259833,297.881,1654.1875,90.930482,0.36997198077602,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2010,0.166755620395625,276.03975,1655.355,66.692884,0.287261345081113,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2011,0.165025659164847,277.5975,1682.1475,72.513665,0.418054933508856,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2012,0.15927751933875,270.40425,1697.6925,107.711584,0.362419812911472,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2013,0.151337840802093,253.5465,1675.3675,102.071905,0.342008348668249,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2014,0.153297930198933,260.0205,1696.1775,61.103346,0.420014821541627,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2015,0.15749495377232,278.94325,1771.125,81.842282,0.339825690188839,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2016,0.157553350572956,286.0515,1815.585,82.63173,0.471065478888509,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2017,0.154893527672793,278.48075,1797.885,86.343065,0.321865264767961,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2018,0.154754031606956,275.53375,1780.4625,66.529979,0.372730677673523,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2019,0.153954777201897,273.35325,1775.5425,72.013615,0.263495860401131,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2020,0.156927454413291,277.414,1767.785,82.408815,0.421755410624257,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2021,0.16263299418709,283.20625,1741.3825,72.095282,0.425823640609806,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2022,0.165426177623803,284.46975,1719.6175,59.85827,0.57146693645995,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2023,0.160674003670979,270.27175,1682.1125,81.03078,0.544568525905613,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
2024,0.141793248272922,233.626,1647.6525,69.34,0.432941969167378,"steepness-0.80","Steepness","h = 0.80","0.90","0.80",FALSE,2
1952,0.992716407485376,1279.1275,1288.5125,82.42722,0.011397756490387,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1953,0.970125512236875,1280.75,1320.19,68.377371,0.0108737687979684,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1954,0.956511872320241,1285.54,1343.9875,96.585518,0.00742786396221494,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1955,0.945425393472718,1291.34,1365.8825,107.0426386,0.0108469200545274,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1956,0.931015024716687,1291.0525,1386.715,56.4680087,0.0147452315162971,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1957,0.917717008479624,1332.805,1452.305,43.0690709,0.0211302172821502,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1958,0.893741959402779,1307.7925,1463.2775,89.71843,0.0280314532299776,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1959,0.86251684820552,1201.445,1392.9525,42.820893,0.020420031218509,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1960,0.837694086745197,1087.5175,1298.2275,54.3145971,0.0242401330050983,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1961,0.826189838729999,1049.195,1269.92,55.3798078,0.0203610622770951,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1962,0.813948731933461,984.9675,1210.11,59.072631,0.0192655920494322,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1963,0.802816323976515,930.145,1158.6025,63.326643,0.0231483370801668,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1964,0.789076913289649,868.245,1100.33,48.7709855,0.0163643146154851,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1965,0.793947366569823,846.465,1066.1475,41.7401488,0.0187479795647273,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1966,0.799552657878456,840.05,1050.65,78.4780814,0.0180817784041492,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1967,0.795040120299269,806.28,1014.1375,34.776625,0.0228172290565115,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1968,0.791955438860872,769.8975,972.1475,51.466807,0.0185652755423574,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1969,0.796302404081528,772.5925,970.225,55.8526428,0.0218786972263423,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1970,0.791929632890313,746.6075,942.77,52.3545597,0.0333195190348044,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1971,0.788718169295519,724.3075,918.335,36.8582746,0.038632964584479,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1972,0.784452287219446,721.8275,920.1675,39.961594,0.0519762341951837,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1973,0.764052438420318,678.6925,888.28,61.702839,0.0327336451260496,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1974,0.751204123916201,642.65325,855.4975,28.350098,0.051246335931431,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1975,0.737140045546168,619.86475,840.905,88.194216,0.0456493708727348,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1976,0.710929718606548,583.86525,821.27,31.891025,0.0563214247458909,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1977,0.690700189484656,573.2,829.8825,70.1426904,0.0691691070243239,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1978,0.682317770870569,588.859,863.0275,9.4244747,0.055949467388872,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1979,0.665077952803672,575.57675,865.4275,37.7958105,0.0714662525024515,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1980,0.639082890881133,550.68175,861.675,54.888187,0.0605883734182346,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1981,0.615710440182313,503.20475,817.275,68.413275,0.0895204796144891,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1982,0.603423827261822,477.8815,791.95,71.9953127,0.109006021433723,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1983,0.595449755515283,478.886,804.2425,60.826204,0.131427041162262,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1984,0.591472472823488,510.23225,862.6475,59.4553016,0.149432178949693,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1985,0.571281990226374,527.816,923.915,70.3921947,0.138819243974587,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1986,0.545815769177945,516.631,946.53,53.648563,0.155672840144414,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1987,0.529360167097449,517.64675,977.8725,91.1894839,0.167998130789307,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1988,0.509302314240222,522.17875,1025.2825,84.873279,0.146850613882207,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1989,0.495012777378567,520.1025,1050.685,75.973434,0.133134271511555,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1990,0.489168123429861,550.5575,1125.4975,71.923189,0.18010167787055,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1991,0.479217538882416,567.5565,1184.34,70.8841342,0.208149743080541,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1992,0.462041503754445,561.0235,1214.2275,89.764778,0.236257562348305,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1993,0.43361590923577,527.2325,1215.8975,50.536755,0.194527484304581,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1994,0.410302292627984,508.17375,1238.535,101.374191,0.191568911457636,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1995,0.384082544847028,481.63375,1253.985,38.35149,0.187668693133998,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1996,0.375743602450438,466.29875,1241.0025,113.473212,0.204642813833262,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1997,0.391406010835066,495.44075,1265.7975,44.320197,0.289342914108478,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1998,0.375686661678841,487.074,1296.49,110.740495,0.269501579511455,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1999,0.350821930022595,462.307,1317.7825,74.475028,0.425790456292756,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2000,0.319464273970029,425.02725,1330.4375,118.299827,0.330481158349003,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2001,0.295955781468463,396.361,1339.2575,54.586092,0.288979641289731,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2002,0.281733779906394,387.36,1374.915,96.78703,0.256265978563945,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2003,0.266310341813096,380.7905,1429.875,66.33759,0.315284281086815,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2004,0.257489355923813,374.50475,1454.4475,111.626343,0.335385252305025,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2005,0.235188107057133,341.7195,1452.9625,68.680811,0.341417296442889,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2006,0.229279672625163,334.77125,1460.1,79.24537,0.339977885292158,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2007,0.223974859992161,332.844,1486.0775,86.217313,0.382750868313711,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2008,0.215417816576859,320.42,1487.435,82.977706,0.505027389920623,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2009,0.20342244930021,297.8125,1464.01,90.927489,0.370006362463395,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2010,0.189535802096067,275.9755,1456.06,66.692367,0.287294259417516,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2011,0.188801775525302,277.53625,1469.9875,72.511704,0.418098328942259,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2012,0.18347724137697,270.345,1473.4525,107.705933,0.362451558443642,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2013,0.175554643701803,253.49125,1443.945,102.068161,0.342043159053478,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2014,0.17922221398767,259.96675,1450.5275,61.101645,0.420053402991674,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2015,0.185631606272797,278.8855,1502.36,81.840397,0.339858778558926,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2016,0.1870531429403,285.9935,1528.9425,82.628368,0.471111998473294,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2017,0.18484949077824,278.424,1506.22,86.339745,0.32189805351241,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2018,0.185244534701535,275.479,1487.11,66.529322,0.372770621800221,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2019,0.184553232581068,273.2975,1480.86,72.011129,0.263528279972666,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2020,0.188290162827088,277.358,1473.035,82.409103,0.421790089962157,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2021,0.195305182129826,283.1515,1449.79,72.090384,0.425845258511456,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2022,0.198802113731918,284.41525,1430.645,59.858565,0.571493979583008,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2023,0.193144898298331,270.22275,1399.0675,81.037318,0.54456452366851,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
2024,0.170396017033383,233.58525,1370.8375,69.334812,0.432972989649549,"steepness-0.95","Steepness","h = 0.95","0.90","0.95",FALSE,3
1952,0.997164377097782,2800.0625,2808.025,202.532487,0.00503152419785639,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1953,0.987915371151528,2846.1175,2880.9325,166.025231,0.00478210649147782,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1954,0.981882783577062,2882.285,2935.4675,221.668041,0.00330328349688867,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1955,0.977029231035726,2918.8675,2987.4925,203.491186,0.00519800378277844,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1956,0.970485964432738,2929.145,3018.225,117.369473,0.00666878287123432,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1957,0.963349620240917,2987.01,3100.65,81.556174,0.0101752678640612,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1958,0.950813276242872,2893.9975,3043.7075,213.495905,0.0133888355789306,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1959,0.934408495715377,2643.18,2828.72,88.284871,0.00960503134046492,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1960,0.921399251817719,2380.5225,2583.595,138.896386,0.0103239721760809,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1961,0.915245711735814,2297.1775,2509.9025,85.152302,0.0102170782830816,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1962,0.908720100590372,2169.935,2387.9025,127.16015,0.00894497140714309,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1963,0.901612383386976,2042.125,2264.97,93.647547,0.0123232539417139,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1964,0.892804780247798,1895.3375,2122.9025,101.140581,0.00836053751537663,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1965,0.892431610828922,1795.1775,2011.5575,74.9634758,0.00993444618392893,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1966,0.892132764060668,1721.2475,1929.3625,162.022924,0.0092230910351438,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1967,0.887234693052149,1617.8525,1823.4775,44.949538,0.0131263948814434,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1968,0.883687147582067,1516.2525,1715.825,91.6269173,0.00991821686194367,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1969,0.884272952927362,1487.325,1681.975,121.9900985,0.0112394388544632,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1970,0.88077418795828,1423.1175,1615.7575,89.6473738,0.0209224510735216,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1971,0.878598065912303,1375.3025,1565.3375,70.299058,0.0218215584754053,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1972,0.875341845397069,1367.54,1562.2925,80.27744,0.0295943836722998,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1973,0.863213840103804,1298.9275,1504.7575,117.676983,0.0183800899372887,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1974,0.855095860671889,1236.785,1446.37,54.956448,0.0315339360656728,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1975,0.84691859008391,1208.4025,1426.8225,174.383059,0.0251707757880488,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1976,0.831921951289408,1161.1925,1395.795,80.17223,0.0296536578370272,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1977,0.82034200282743,1164.9,1420.0175,123.516068,0.037576715117458,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1978,0.815814308071547,1214.5925,1488.81,20.69218,0.0300243776544209,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1979,0.806607976382037,1213.09,1503.94,90.158268,0.037330295141517,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1980,0.791488737789344,1187.615,1500.4825,90.133404,0.0327553278461912,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1981,0.778065604649817,1109.08,1425.4325,122.926022,0.0517765038716405,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1982,0.770960730328938,1064.08,1380.2,136.565526,0.060708171839411,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1983,0.765229234819216,1066.0925,1393.1675,97.511941,0.0742750925863599,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1984,0.75963413415194,1120.975,1475.6775,104.638727,0.0825927888240791,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1985,0.743235330077283,1155.01,1554.03,133.7554926,0.0830331243520956,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1986,0.723960096310442,1133.555,1565.77,82.31443,0.0874289490347333,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1987,0.708959004091593,1130.1675,1594.1225,177.5068608,0.0953615734572434,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1988,0.692897531583768,1144.225,1651.3625,153.981101,0.0845854365912735,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1989,0.680634960524387,1137.535,1671.285,126.671716,0.0770400851558916,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1990,0.674228067985283,1201.675,1782.2975,117.275876,0.105753789134916,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
1991,0.667603530572518,1251.79,1875.05,128.976502,0.119702818122455,"tau-1.006738","Tag overdispersion","tau = 1.006738","2.0","1.006737947",FALSE,4
