"year","depletion","spawning_potential","spawning_potential_nofish","recruitment","fishing_mortality","key","axis","label","reference","alternative","is_diagnostic","model_order"
1955,0.97053270133337,2288.635,2358.1225,130.113228,0.00714624927199878,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1956,0.962048930176403,2294.91,2385.44,78.6276577,0.00911101225165546,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1957,0.953205043402159,2341.715,2456.675,56.9111138,0.0134797634772756,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1958,0.937538780158187,2270.2525,2421.5025,117.113007,0.0187657206335608,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1959,0.916939220193665,2066.2125,2253.38,95.24167,0.0120936324560527,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1960,0.900243436283807,1849.9575,2054.9525,75.9859369,0.0154133900815535,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1961,0.892936345431508,1784.7275,1998.7175,82.9645843,0.013001936772072,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1962,0.885276630526618,1689.5925,1908.5475,83.859747,0.012571214568306,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1963,0.876927358293014,1591.325,1814.66,73.285579,0.0162351056643834,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1964,0.866424595664711,1477.62,1705.4225,76.7389325,0.0109791945379953,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1965,0.866867087098268,1408.5875,1624.9175,55.707145,0.0130413079294388,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1966,0.867639406298884,1363.055,1570.9925,104.420534,0.012872970637365,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1967,0.862174907595608,1285.27,1490.73,43.463979,0.0168553910374941,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1968,0.85809833759091,1207.5975,1407.295,65.807721,0.0132076494907851,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1969,0.858873119680153,1186.8875,1381.9125,75.5005421,0.0156107653776859,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1970,0.854501940199735,1136.2825,1329.76,78.1326389,0.0248797704900219,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1971,0.851179863864105,1094.4875,1285.8475,44.7145499,0.0286679854807674,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1972,0.846936804207199,1085.0425,1281.1375,56.503402,0.0399527363734804,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1973,0.831629629028198,1024.26,1231.63,88.049618,0.023349591547227,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1974,0.82112425309861,970.885,1182.385,37.3684009,0.0416833468572434,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1975,0.810725707679207,944.915,1165.5175,129.344105,0.0337484232859629,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1976,0.792220481756142,904.0325,1141.1375,43.157539,0.0404072065021044,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1977,0.778257417134889,904.1425,1161.7525,99.564343,0.0488361933535745,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1978,0.772769889481793,941.68,1218.5775,13.812295,0.0390967139734767,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1979,0.76050949707931,933.8125,1227.8775,49.327631,0.0512028585164819,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1980,0.741986181840448,908.8125,1224.8375,76.95085,0.0437292052921017,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1981,0.725205783917195,841.8225,1160.805,91.707064,0.0667393512584561,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1982,0.715784880744075,803.83,1123.005,98.0550705,0.0809264463309243,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1983,0.708728967237798,806.08175,1137.3625,77.604624,0.0967408339990542,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1984,0.702722593173624,852.2075,1212.7225,68.938889,0.111037603810224,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1985,0.684077111637699,879.7625,1286.0575,102.1888476,0.105724566828988,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1986,0.66150047425032,861.31,1302.055,66.812183,0.115472046835633,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1987,0.645096538424019,859.675,1332.63,123.0388894,0.123809725044507,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1988,0.626565831136229,869.19875,1387.2425,111.40042,0.110629425174783,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1989,0.613440903118034,864.81825,1409.7825,102.69385,0.0993509587414163,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1990,0.608353898634994,918.8775,1510.4325,95.072609,0.13400901417241,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1991,0.601363019806333,957.6225,1592.42,69.8691379,0.158574367065622,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1992,0.587538167822155,960.1725,1634.23,128.253283,0.176196039187056,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1993,0.564027432569272,919.0545,1629.45,61.262788,0.141389142184677,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1994,0.542877683392749,891.99825,1643.0925,133.38449,0.140147410402011,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1995,0.520779923466581,863.845,1658.7525,53.570777,0.135387415923983,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1996,0.51257596321974,838.4,1635.66,143.979772,0.153960004658073,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1997,0.524640253053566,876.565,1670.7925,55.647122,0.207065303393391,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1998,0.511931640516554,875.892,1710.955,133.024436,0.208451703613162,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1999,0.491157595889868,852.0295,1734.7375,86.604902,0.305664566514637,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2000,0.462582050905404,803.02625,1735.965,153.962262,0.251572276622884,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2001,0.439584048232335,759.0045,1726.6425,64.779814,0.217207220112764,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2002,0.425140813146338,750.26725,1764.75,122.555512,0.194986768855509,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2003,0.409467711222505,748.854,1828.8475,76.091074,0.238614896557771,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2004,0.398037551885161,736.465,1850.24,138.249508,0.273822535423031,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2005,0.377089038953692,693.265,1838.465,73.45237,0.259729297960631,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2006,0.367254958485517,675.20375,1838.515,92.612764,0.257194926253197,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2007,0.356952242178736,662.64525,1856.3975,104.097319,0.306172365322621,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2008,0.343982746088482,630.59175,1833.2075,90.620678,0.414182166176675,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2009,0.328797088771476,587.29325,1786.1875,109.845128,0.302137918758886,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2010,0.311119315307093,548.81525,1764.0025,77.881046,0.236745483211285,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2011,0.305185977747122,539.80075,1768.76,83.32679,0.326773689285923,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2012,0.29713028930256,525.69925,1769.255,133.233025,0.292220140645569,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2013,0.288592554273692,499.29975,1730.12,120.60042,0.276142680576867,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2014,0.292528900737744,509.129,1740.44,70.470197,0.333553501610754,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2015,0.300580463737205,545.4025,1814.4975,95.446107,0.271467442565619,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2016,0.30179711834853,559.052,1852.41,98.747256,0.375380965467152,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2017,0.29893687443551,545.2915,1824.1025,97.847338,0.256863175486361,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2018,0.297907705320327,535.361,1797.07,76.388696,0.299431839206458,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2019,0.295477531824958,527.7635,1786.1375,82.654911,0.208851825835243,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2020,0.295853258497126,523.5545,1769.6425,90.053984,0.347468133731511,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2021,0.301201976808409,522.1645,1733.6025,81.475518,0.334803350675875,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2022,0.301348272966451,512.27775,1699.9525,69.399095,0.462065305106607,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2023,0.292359948564913,482.008,1648.68,95.347493,0.445760731398496,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
2024,0.27151250991834,437.14125,1610.0225,89.869268,0.318893496479307,"tau-1.2","Tag overdispersion","tau = 1.2","2.0","1.2",FALSE,5
1952,0.993607495735155,1434.26,1443.4875,91.12022,0.0102483125733505,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1953,0.973683320652633,1439.7125,1478.625,91.092938,0.010014586657094,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1954,0.961557831123048,1446.32,1504.1425,101.312095,0.00780236490162719,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1955,0.951439739135153,1446.5,1520.3275,100.2081557,0.010282947052824,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1956,0.938159744512795,1443.1125,1538.2375,59.704927,0.0134666802082745,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1957,0.925947661648482,1487.065,1605.9925,45.977949,0.0192774513729794,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1958,0.903998649199201,1458.925,1613.8575,94.548768,0.025925039804695,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1959,0.875447762412448,1340.5075,1531.225,50.062988,0.018339522955007,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1960,0.852717196494212,1213.2375,1422.79,57.1854932,0.0221939252469729,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1961,0.84237811009596,1172.7925,1392.24,59.8944021,0.0185739269382039,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1962,0.831236415551345,1103.3375,1327.345,62.723758,0.0177656442094004,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1963,0.820809487610727,1041.9725,1269.445,67.172585,0.0213864943933115,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1964,0.807810146959547,972.25,1203.5625,52.2016618,0.0151245343606352,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1965,0.811671252768308,944.6575,1163.8425,43.9160061,0.0173964731815829,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1966,0.816126897600031,934.2225,1144.7025,84.18492,0.0168608135561314,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1967,0.811281125390698,894.19,1102.195,36.272813,0.0212020481890919,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1968,0.807863119782046,851.7725,1054.3525,54.318645,0.0172212666001221,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1969,0.811430732131901,853.0125,1051.245,58.5847233,0.020465978281785,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1970,0.807030048300659,823.7275,1020.69,56.5421852,0.0311494776674071,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1971,0.803606139652932,797.8925,992.89,38.3042133,0.0359994086878394,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1972,0.79911855265541,794.18,993.82,42.319714,0.0485012815390231,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1973,0.779666234481103,747.16,958.3075,65.688792,0.0305515446085982,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1974,0.767259784546019,707.0625,921.5425,29.3395925,0.048562431352426,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1975,0.753821853046437,682.45,905.32,95.114582,0.0431447586026056,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1976,0.729130036319202,644.427,883.83,31.958962,0.0526882038220729,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1977,0.709996196506379,634.67625,893.915,75.3024697,0.0651477680478792,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1978,0.701943390297551,653.40225,930.8475,9.8825026,0.0524877470343923,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1979,0.685398150701989,639.886,933.5975,38.7803857,0.0680609253692355,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1980,0.660816098228668,614.33925,929.6675,58.539859,0.0572740647639763,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1981,0.638598521922919,562.741,881.2125,71.968135,0.0863164164256801,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1982,0.626584232666596,534.73325,853.41,75.3394149,0.104395745815759,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1983,0.618078128468828,535.934,867.0975,63.49267,0.125452181305803,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1984,0.612577374427752,570.02775,930.54,60.5277867,0.142857598734248,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1985,0.591481263902069,589,995.805,73.5502163,0.133129218960995,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1986,0.565632382626975,575.82225,1018.015,56.854296,0.149320268691452,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1987,0.54861397649144,575.71825,1049.405,93.4828219,0.16139677503402,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1988,0.528183707048202,580.23225,1098.5425,88.572378,0.142638439668652,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1989,0.513439603621314,577.19725,1124.1775,78.902473,0.128033108406264,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1990,0.506952175890071,610.3945,1204.0475,73.498569,0.175435640112899,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1991,0.496855856389597,628.98225,1265.925,81.07235,0.201218626613851,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1992,0.47972282161197,621.94025,1296.4575,86.245867,0.240792613054085,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1993,0.451538651528425,585.02025,1295.615,53.444692,0.188503065744771,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1994,0.426991792504187,562.77625,1318.0025,104.162974,0.18944788272531,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1995,0.400076279938001,533.66275,1333.9025,37.934235,0.178804469297359,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1996,0.391231810650888,516.54825,1320.3125,116.589768,0.19685280233426,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1997,0.405907569996159,546.80925,1347.1275,45.410123,0.280477617295308,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1998,0.390710440944597,538.95575,1379.425,114.035476,0.265486231891094,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1999,0.366233323456226,512.92625,1400.545,74.802166,0.410812418539001,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2000,0.335197180432171,473.62775,1412.9825,121.855915,0.325826859692938,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2001,0.311526445205998,442.47425,1420.3425,55.289113,0.279668475710528,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2002,0.296532467821939,432.37325,1458.0975,98.496626,0.251302996502401,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2003,0.280545795982702,425.3965,1516.3175,67.666773,0.304786101231196,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2004,0.270964508500637,417.6525,1541.355,113.859161,0.342734121959634,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2005,0.248504278713704,382.23375,1538.1375,68.627296,0.3339278950773,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2006,0.242029690411132,374.452,1547.1325,80.019202,0.330836278744308,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2007,0.235137425819262,370.37025,1575.1225,86.352854,0.383492606236901,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2008,0.225389990778934,355.03375,1575.1975,84.584713,0.503440163852877,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2009,0.212867826960438,329.52525,1548.0275,92.944566,0.369377513666595,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2010,0.197711121096456,304.702,1541.1475,68.623043,0.28508953869969,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2011,0.1952394242398,304.307,1558.635,73.631916,0.411915591123456,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2012,0.189277992290323,296.327,1565.565,109.07812,0.359488072235369,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2013,0.181823635077908,279.61975,1537.8625,105.167694,0.335689703873866,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2014,0.185586092939646,287.52575,1549.285,61.568484,0.409983654660008,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2015,0.191921948069888,309.133,1610.7225,83.584553,0.330972143923338,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2016,0.193510042480109,318.30225,1644.8875,84.066795,0.458212043887567,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2017,0.191786612767308,311.227,1622.7775,88.315246,0.314700825955301,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2018,0.192562772223496,308.70075,1603.1175,66.803488,0.365010072857742,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2019,0.192118810455019,306.76475,1596.745,72.782983,0.256639375975465,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2020,0.195448478208857,310.423,1588.26,83.713498,0.416114051402717,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2021,0.20225541042387,315.8825,1561.8,74.504705,0.412953721924924,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2022,0.205074166770883,315.664,1539.2675,58.676037,0.568230081614018,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2023,0.198822099778603,298.596,1501.825,83.347619,0.525557030914225,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
2024,0.176534660533804,259.641,1470.765,71.972094,0.409434399181975,"tau-1.4","Tag overdispersion","tau = 1.4","2.0","1.4",FALSE,6
1952,0.993773505273896,1453.9925,1463.1025,105.45038,0.00932894248109545,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1953,0.974344406104159,1461.9575,1500.4525,86.29408,0.00891680774132084,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1954,0.962527971524661,1471.07,1528.34,123.008317,0.00612096714416943,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1955,0.952899040410866,1480.605,1553.79,124.507521,0.00931613943899359,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1956,0.940284015820611,1481.6925,1575.7925,71.7942038,0.0122689799908928,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1957,0.928223056867285,1527.3075,1645.41,52.2250286,0.0180814981569889,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1958,0.90654906571794,1495.7425,1649.93,128.48122,0.0230010326769738,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1959,0.878316239685074,1373.8425,1564.1775,40.938245,0.0177061566295489,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1960,0.855793389154581,1244.1075,1453.7475,89.9592035,0.0175711040989696,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1961,0.846015640215391,1205.4475,1424.8525,49.0770016,0.017715920502995,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1962,0.835586668673438,1138.115,1362.055,82.380821,0.0150727057090678,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1963,0.825625180667306,1078.2025,1305.9225,74.517093,0.0193009692644991,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1964,0.813021753333172,1007.9925,1239.81,58.1822565,0.0138918668055502,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1965,0.816470853290165,978.475,1198.42,50.4104886,0.0159064796573165,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1966,0.820376200855736,965.39,1176.765,108.879763,0.0144144705484398,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1967,0.815410983108347,922.98,1131.92,32.463378,0.0197828210900709,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1968,0.812015844256688,878.4225,1081.78,62.5069282,0.0156340376677848,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1969,0.815602245180787,879.835,1078.755,76.8454484,0.0177981804057583,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1970,0.81146180790178,849.635,1047.0425,55.381883,0.0304128021733491,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1971,0.808641128301129,825.0525,1020.295,48.513793,0.0326336285045967,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1972,0.804001195264011,820.64,1020.695,52.12282,0.0421889872747962,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1973,0.784930391183732,771.0175,982.275,68.915714,0.0280815315808639,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1974,0.773109110000955,728.895,942.81,38.442495,0.0439734229810202,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1975,0.760209568379925,703.3725,925.235,103.495777,0.0376050076066532,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1976,0.73598687637859,664,902.19,46.553285,0.0467933581723434,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1977,0.717018383403292,652.52975,910.06,80.0583106,0.0590769662060188,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1978,0.709027282005722,670.38175,945.495,13.0874012,0.0485466198144297,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1979,0.693784084262884,658.356,948.935,57.453241,0.0596015974690874,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1980,0.669797154934716,633.40875,945.6725,59.471153,0.0511389627116845,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1981,0.648709731217167,583.46575,899.425,81.383687,0.0793636002364215,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1982,0.638158893468566,556.99625,872.8175,87.46649,0.0925313873409216,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1983,0.630268005612506,558.1165,885.5225,69.838885,0.115618682620166,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1984,0.62513173831243,592.267,947.4275,76.1395587,0.12938619847724,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1985,0.604595963843798,611.01375,1010.615,81.7688708,0.123236228361808,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1986,0.579075682772855,597.609,1032.005,61.401055,0.134562810357209,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1987,0.560915881244109,595.13175,1061,116.2752807,0.142549456839851,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1988,0.540250029921391,598.09325,1107.0675,102.678477,0.132587193140146,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1989,0.525296923945408,593.21125,1129.2875,78.18439,0.122159865289412,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1990,0.517268114454446,623.63525,1205.6325,79.419672,0.161810786993763,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1991,0.505909857473028,639.72175,1264.4975,97.970673,0.183538576464071,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1992,0.488510138625047,631.31875,1292.335,92.867254,0.214998853467528,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1993,0.461108475357424,595.2945,1291.0075,67.701994,0.174350496605954,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
1994,0.437225122215514,573.964,1312.7425,110.893106,0.162784510265079,"tau-1.6","Tag overdispersion","tau = 1.6","2.0","1.6",FALSE,7
